state,traditional_method,se.traditional_method,year,pred,pred_upper,pred_lower
Africa:Senegal:Matam,,,1994,0.0115590200257882,0.0276439136281864,0.0048194759049929
Africa:Senegal:Matam,,,1995,0.0108048263895429,0.0275140031279586,0.0044928925535247
Africa:Senegal:Matam,,,1996,0.0101396141402354,0.0268134342672561,0.0041811123053629
Africa:Senegal:Matam,,,1997,0.0095398756502413,0.0257305627246482,0.0038946155304592
Africa:Senegal:Matam,,,1998,0.0089924862213241,0.0243238705868,0.0036389845881277
Africa:Senegal:Matam,,,1999,0.0084883220155029,0.0227193739900138,0.0034152757473822
Africa:Senegal:Matam,,,2000,0.0080217555867331,0.0209499899720686,0.0032271034369609
Africa:Senegal:Matam,,,2001,0.0075864554616909,0.0190682596680061,0.0030746610303358
Africa:Senegal:Matam,,,2002,0.007178538925893,0.0171263697451506,0.0029612278761376
Africa:Senegal:Matam,,,2003,0.0067930224010748,0.0151788475850268,0.0028853321882776
Africa:Senegal:Matam,,,2004,0.0064262989116909,0.0132388203216846,0.0028585139478362
Africa:Senegal:Matam,0.0009528021345552,0.0009745129008792,2005,0.0060743039529079,0.0113464897908415,0.0028968775029192
Africa:Senegal:Matam,,,2006,0.005780565973042,0.0113402505371126,0.0025833292513775
Africa:Senegal:Matam,,,2007,0.0055080644231212,0.0109562006699591,0.0023682910446542
Africa:Senegal:Matam,,,2008,0.0052450178827398,0.0103027515866287,0.0022326342652453
Africa:Senegal:Matam,,,2009,0.0049837144957786,0.0094906246673447,0.0021691452809709
Africa:Senegal:Matam,0.0012862855273891,0.0013059589796928,2010,0.0047051644442831,0.0086437300737554,0.0022052517204168
Africa:Senegal:Matam,,,2011,0.0051782681872501,0.009675666375494,0.0024342223408321
Africa:Senegal:Matam,0.0,0.0,2012,0.0056758704642071,0.0108189399247518,0.0027430921061311
Africa:Senegal:Matam,,,2013,0.005345475101061,0.0104988800771164,0.0025058907492499
Africa:Senegal:Matam,0.0,0.0,2014,0.0050602196481405,0.0095416356651731,0.002377778050575
Africa:Senegal:Matam,0.0,0.0,2015,0.0047934952139822,0.0089159736235759,0.0022421817420178
Africa:Senegal:Matam,0.0,0.0,2016,0.004385996314466,0.008242401027951,0.0019783859888345
Africa:Senegal:Matam,0.0,0.0,2017,0.0041236415662774,0.0078654470498137,0.0018225993340492
Africa:Senegal:Matam,0.0,0.0,2018,0.0044941612236731,0.0084678095024322,0.0020655609600727
Africa:Senegal:Matam,0.0,0.0,2019,0.0048640884853235,0.0097010846669756,0.0021987923092171
Africa:Senegal:Matam,,,2020,0.0048435519263729,0.0108788443389029,0.002021749466011
Africa:Senegal:Matam,,,2021,0.0048352990120138,0.0119687599338619,0.0018662575027561
Africa:Senegal:Matam,,,2022,0.0048304447106036,0.0130184802896312,0.0017319903227705
Africa:Senegal:Matam,,,2023,0.0048274930564225,0.0140655762616087,0.0016142848133166
Africa:Senegal:Matam,,,2024,0.0048254743977081,0.0151235122793589,0.0015120524800252
Africa:Senegal:Matam,,,2025,0.0048245184072582,0.0162049894555261,0.0014176696983415
Africa:Senegal:Saint-Louis,,,1990,0.0117205597590577,0.0364522719613543,0.0044419713791313
Africa:Senegal:Saint-Louis,,,1991,0.0118106050355619,0.0333173067205199,0.00465751941638
Africa:Senegal:Saint-Louis,,,1992,0.0119305831800182,0.0300868387985566,0.0048737049702324
Africa:Senegal:Saint-Louis,0.0096153846153846,0.0095624068865162,1993,0.012127395507799,0.0265501940145641,0.0050748492603537
Africa:Senegal:Saint-Louis,,,1994,0.011253291551719,0.0272015720018455,0.0047548248490169
Africa:Senegal:Saint-Louis,,,1995,0.0105269442746195,0.027008753364214,0.0044270875043427
Africa:Senegal:Saint-Louis,,,1996,0.009884472261554,0.0263385068683491,0.0041218234053069
Africa:Senegal:Saint-Louis,,,1997,0.0093038301721437,0.0252485930045505,0.0038393231785108
Africa:Senegal:Saint-Louis,,,1998,0.008772865105293,0.0238771886051907,0.0035848201818986
Africa:Senegal:Saint-Louis,,,1999,0.0082830339289812,0.0222886324847397,0.0033693734505912
Africa:Senegal:Saint-Louis,,,2000,0.0078277586358019,0.0205450415570379,0.0031853333897463
Africa:Senegal:Saint-Louis,,,2001,0.0074025364148283,0.0186943863072746,0.0030395808299304
Africa:Senegal:Saint-Louis,,,2002,0.0070025227341633,0.0168281909616595,0.0029260847162354
Africa:Senegal:Saint-Louis,,,2003,0.0066235015609123,0.0149222423779828,0.0028564630485561
Africa:Senegal:Saint-Louis,,,2004,0.0062614800596217,0.0130512155439805,0.0028331870158738
Africa:Senegal:Saint-Louis,0.0064477414548026,0.0045885258010545,2005,0.0059120202144864,0.0112523282214101,0.0028755303073986
Africa:Senegal:Saint-Louis,,,2006,0.0056289488729095,0.0112571369124378,0.0025523889797981
Africa:Senegal:Saint-Louis,,,2007,0.0053640872532008,0.0109034634203205,0.0023313099385911
Africa:Senegal:Saint-Louis,,,2008,0.0051077119743093,0.0103127096617686,0.0021879006335401
Africa:Senegal:Saint-Louis,,,2009,0.0048537241201262,0.0095699515087215,0.0021165879380632
Africa:Senegal:Saint-Louis,0.0030643749122431,0.0030575769591662,2010,0.0045835831963719,0.0087721630933847,0.0021365197864544
Africa:Senegal:Saint-Louis,,,2011,0.0050441171380831,0.0097870987740098,0.0023626626321406
Africa:Senegal:Saint-Louis,0.0,0.0,2012,0.0055311008357286,0.0109115555494534,0.0026624926842194
Africa:Senegal:Saint-Louis,,,2013,0.0052090098941398,0.0105764241336354,0.0024317388222151
Africa:Senegal:Saint-Louis,0.0,0.0,2014,0.0049280137645369,0.0096492788798338,0.0023053091894497
Africa:Senegal:Saint-Louis,0.0,0.0,2015,0.0046668400561308,0.0090450936685259,0.0021723486694659
Africa:Senegal:Saint-Louis,0.0,0.0,2016,0.0042700627867666,0.0083831304394081,0.0019156828238991
Africa:Senegal:Saint-Louis,0.0,0.0,2017,0.0040147328452736,0.0080009609010738,0.0017665066412478
Africa:Senegal:Saint-Louis,0.0,0.0,2018,0.0043749755591171,0.0085953322706918,0.00200097530157
Africa:Senegal:Saint-Louis,0.0,0.0,2019,0.0047383950889509,0.0097755223675706,0.0021314720383876
Africa:Senegal:Saint-Louis,,,2020,0.0047218356987453,0.010892105134667,0.001960685007323
Africa:Senegal:Saint-Louis,,,2021,0.0047160460399448,0.0119417423032864,0.0018127517138458
Africa:Senegal:Saint-Louis,,,2022,0.004712752025633,0.0129659904100698,0.0016830388909853
Africa:Senegal:Saint-Louis,,,2023,0.0047107719299647,0.0139586824425269,0.0015683801845863
Africa:Senegal:Saint-Louis,,,2024,0.0047095295211259,0.0149839630952333,0.0014682102324205
Africa:Senegal:Saint-Louis,,,2025,0.0047092966812706,0.0160129732079496,0.0013777710459955
Africa:Senegal:Diourbel,,,1990,0.0117253366570832,0.0359615333499401,0.0044843396087096
Africa:Senegal:Diourbel,,,1991,0.0118198263828663,0.0328493230805282,0.0046955436486509
Africa:Senegal:Diourbel,,,1992,0.0119464075405885,0.0296284520155026,0.0049123192330876
Africa:Senegal:Diourbel,0.0,0.0,1993,0.0121544021009002,0.0259949159625245,0.0051011742837108
Africa:Senegal:Diourbel,,,1994,0.011266398850299,0.0268220135848851,0.0047921109713642
Africa:Senegal:Diourbel,,,1995,0.0105319336052622,0.0266758610619174,0.0044595470601167
Africa:Senegal:Diourbel,,,1996,0.0098846845123627,0.0260372009284992,0.0041461918842518
Africa:Senegal:Diourbel,,,1997,0.0093010727659267,0.0249866837385212,0.0038570227991522
Africa:Senegal:Diourbel,,,1998,0.0087686500542898,0.0236523559308684,0.0035959079811412
Africa:Senegal:Diourbel,,,1999,0.0082786655849829,0.0220978428283568,0.003374687298024
Africa:Senegal:Diourbel,,,2000,0.0078240262023408,0.0203846531657787,0.0031821483498001
Africa:Senegal:Diourbel,,,2001,0.0074005016014581,0.0185680387744542,0.0030305055044438
Africa:Senegal:Diourbel,,,2002,0.0070026412554835,0.0167216631876868,0.0029126346273234
Africa:Senegal:Diourbel,,,2003,0.006626886931118,0.0148342131737072,0.0028388444005332
Africa:Senegal:Diourbel,,,2004,0.0062684387918445,0.0129854226246,0.0028116923015805
Africa:Senegal:Diourbel,0.0,0.0,2005,0.0059211363279112,0.0111435530366556,0.0028505310549179
Africa:Senegal:Diourbel,,,2006,0.0056404198173906,0.0111587365911125,0.0025326448941014
Africa:Senegal:Diourbel,,,2007,0.0053771522630985,0.0107874789265393,0.002316074593698
