state,traditional_method,se.traditional_method,year,country,pred,pred_upper,pred_lower
Africa:Senegal:Kédougou,,,2008,,0.018068992671302,0.0385779658473437,0.0085456985557288
Africa:Senegal:Kédougou,,,2009,,0.0152115461154809,0.032643911105997,0.0071778351667279
Africa:Senegal:Kédougou,0.0070209464885063,0.0070415537096308,2010,Senegal,0.0086564567460789,0.0161403014148389,0.0047197658324238
Africa:Senegal:Kédougou,,,2011,,0.0108550310022041,0.0236641365552868,0.0050427080288756
Africa:Senegal:Kédougou,0.0104747622362447,0.0105024070152785,2012,Senegal,0.01016837849243,0.0186375313935024,0.0056546316549371
Africa:Senegal:Kédougou,,,2013,,0.0077840118616278,0.017483107372664,0.0034838729158767
Africa:Senegal:Kédougou,0.009790566584004,0.0069653350868367,2014,Senegal,0.0066157333311299,0.0128230860309697,0.003474497489189
Africa:Senegal:Kédougou,0.0076548905414766,0.0078944290645179,2015,Senegal,0.0075746790369046,0.0150787539698473,0.003847297951279
Africa:Senegal:Kédougou,0.0049745566806809,0.0051788133566174,2016,Senegal,0.0058262496771146,0.0122122569787397,0.0028195579361171
Africa:Senegal:Kédougou,0.0,0.0,2017,Senegal,0.0032155493648423,0.0071771292538574,0.0014591915728847
Africa:Senegal:Kédougou,0.0050491845835767,0.0054182523425172,2018,Senegal,0.0033120548110024,0.0075771629060006,0.0014648427105787
Africa:Senegal:Kédougou,0.0,0.0,2019,Senegal,0.0027017822270994,0.0066882664698416,0.0011034248488157
Africa:Senegal:Kédougou,,,2020,,0.002338189918451,0.006947909002488,0.0007861434558256
Africa:Senegal:Kédougou,,,2021,,0.0019638432556879,0.0062242911322263,0.0006191926667791
Africa:Senegal:Kédougou,,,2022,,0.0016492944695175,0.0056087187031803,0.0004848181733366
Africa:Senegal:Kédougou,,,2023,,0.0013850523717261,0.0050822944216916,0.0003774180003463
Africa:Senegal:Kédougou,,,2024,,0.0011631020800149,0.0046315550000808,0.0002918486244973
Africa:Senegal:Kédougou,,,2025,,0.0009766963671222,0.0042451587026487,0.0002245109798461
Africa:Senegal:Kolda,,,1990,,0.0197280136737821,0.0854737952713567,0.0043362297108498
Africa:Senegal:Kolda,,,1991,,0.0195422112028127,0.0784895129137583,0.0046330472468667
Africa:Senegal:Kolda,,,1992,,0.0193503160461531,0.0725644247274674,0.004930860068465
Africa:Senegal:Kolda,0.0175438596491228,0.0156343565897531,1993,Senegal,0.0217576179981175,0.0630649156772696,0.0070955032797005
Africa:Senegal:Kolda,,,1994,,0.0189508544820603,0.0629941453789992,0.0055175735275727
Africa:Senegal:Kolda,,,1995,,0.0187508525914827,0.0591266867096694,0.0058014701482035
Africa:Senegal:Kolda,,,1996,,0.0185588432989173,0.0557557027008455,0.0060787959080425
Africa:Senegal:Kolda,,,1997,,0.0183793694218022,0.0527682344653875,0.0063486365525653
Africa:Senegal:Kolda,,,1998,,0.0182160379631078,0.0501111737628277,0.006610810374053
Africa:Senegal:Kolda,,,1999,,0.018072101245569,0.0477653255904041,0.0068680986674275
Africa:Senegal:Kolda,,,2000,,0.01794988301611,0.045653769517163,0.00712450803716
Africa:Senegal:Kolda,,,2001,,0.0178516365358275,0.0438269917728353,0.0073822399267449
Africa:Senegal:Kolda,,,2002,,0.0177800749354275,0.0421910786266252,0.0076455935992584
Africa:Senegal:Kolda,,,2003,,0.0177382134700065,0.0408029988512614,0.0079163178314706
Africa:Senegal:Kolda,,,2004,,0.0177296443261376,0.0395935531517847,0.0081855011641447
Africa:Senegal:Kolda,0.0121328649893071,0.0053895409641165,2005,Senegal,0.0155526317862271,0.0254124954166354,0.0094189834627452
Africa:Senegal:Kolda,,,2006,,0.0178313252000007,0.0377712386242489,0.0087387294278223
Africa:Senegal:Kolda,,,2007,,0.0179459492106279,0.0371083208838664,0.0090191968644046
Africa:Senegal:Kolda,,,2008,,0.0181023955995693,0.036595515165115,0.0092994134110528
Africa:Senegal:Kolda,,,2009,,0.0183019131795681,0.0362494394067421,0.0095848885535773
Africa:Senegal:Kolda,0.0162789020725575,0.0058485213879713,2010,Senegal,0.0126146510222816,0.0191211192076323,0.008193822513704
Africa:Senegal:Kolda,,,2011,,0.0188422497246156,0.0360299262048665,0.0100959272272608
Africa:Senegal:Kolda,0.0206980300269133,0.0081083981753073,2012,Senegal,0.0212287293148434,0.0304411552902859,0.0148838690442527
Africa:Senegal:Kolda,,,2013,,0.0194986056215057,0.0365637364474838,0.0103973282909062
Africa:Senegal:Kolda,0.0173783195013459,0.008981519798182,2014,Senegal,0.0199178758646219,0.0293168678281221,0.0134953542900483
Africa:Senegal:Kolda,0.0273461193579518,0.0104885871126684,2015,Senegal,0.0271892351557237,0.0396498056321246,0.0186118393444807
Africa:Senegal:Kolda,0.0399998858260609,0.0155277063974143,2016,Senegal,0.0251219746115547,0.0379862224857345,0.0166374981259416
Africa:Senegal:Kolda,0.0121546626639375,0.007087648646645,2017,Senegal,0.0167705425893079,0.0268441922421298,0.0103433845246395
Africa:Senegal:Kolda,0.0140863186780448,0.010025167449109,2018,Senegal,0.0206384546211379,0.0339724318560554,0.0124234576799929
Africa:Senegal:Kolda,0.011003744578091,0.0071816097009116,2019,Senegal,0.0202140568945856,0.0353453307564785,0.0113922389779425
Africa:Senegal:Kolda,,,2020,,0.0210248448963846,0.046482738448682,0.0090541570440322
Africa:Senegal:Kolda,,,2021,,0.0211954140605238,0.0495798693634966,0.0085808752275953
Africa:Senegal:Kolda,,,2022,,0.0213694301993084,0.0532714892108828,0.0080684529584503
Africa:Senegal:Kolda,,,2023,,0.0215464292812665,0.057644264850745,0.0075313634668681
Africa:Senegal:Kolda,,,2024,,0.0217259616762264,0.0626961085997339,0.0069840620862656
Africa:Senegal:Kolda,,,2025,,0.0219074237229127,0.06854511604405,0.006433507879444
Africa:Senegal:Louga,,,1990,,0.0214857404622363,0.1434293348814296,0.0022113990392934
Africa:Senegal:Louga,,,1991,,0.020640078214365,0.126262758251543,0.0023585863261535
Africa:Senegal:Louga,,,1992,,0.0198180194419941,0.1113902655470458,0.0025114196385101
Africa:Senegal:Louga,0.0,0.0,1993,Senegal,0.0217159310949347,0.0970946795515053,0.0033389663692964
Africa:Senegal:Louga,,,1994,,0.0182497897950663,0.0875271158436586,0.0028241816899343
Africa:Senegal:Louga,,,1995,,0.017508884318409,0.0778944233420283,0.002982631290895
Africa:Senegal:Louga,,,1996,,0.01680150176027,0.0694972491994288,0.0031427595935913
Africa:Senegal:Louga,,,1997,,0.0161313228682266,0.0622477284291211,0.0033054161196868
Africa:Senegal:Louga,,,1998,,0.0155001575828875,0.0559282896302392,0.0034722425018585
Africa:Senegal:Louga,,,1999,,0.0149098511358542,0.0504150978554195,0.003638141298449
Africa:Senegal:Louga,,,2000,,0.014360553262122,0.0456231304355436,0.0038116027508283
Africa:Senegal:Louga,,,2001,,0.0138534555351346,0.0414666550140131,0.0039854390667756
Africa:Senegal:Louga,,,2002,,0.0133892405924503,0.0378673318368603,0.0041673987616431
Africa:Senegal:Louga,,,2003,,0.0129684159477713,0.0347494172459295,0.0043517795333887
Africa:Senegal:Louga,,,2004,,0.0125916722103584,0.0320794338889492,0.0045398869127361
Africa:Senegal:Louga,0.0044705292228017,0.0031096333107952,2005,Senegal,0.0107717340446198,0.0206174467217622,0.0048876134372417
Africa:Senegal:Louga,,,2006,,0.0119762161459706,0.0278754703476613,0.0049190659891319
Africa:Senegal:Louga,,,2007,,0.0117358642903852,0.0262664110131183,0.0051048094763465
Africa:Senegal:Louga,,,2008,,0.0115372582232858,0.0249351229943748,0.0052820888371638
Africa:Senegal:Louga,,,2009,,0.0113794806288276,0.0238590306003865,0.0054479228003488
Africa:Senegal:Louga,0.0054661382218575,0.0032811067610392,2010,Senegal,0.0076441170315129,0.0123732500483441,0.0045286586826187
Africa:Senegal:Louga,,,2011,,0.0111902293121406,0.0224510428518255,0.0056891752563085
Africa:Senegal:Louga,0.014767887824243,0.0071361625700905,2012,Senegal,0.0123973188372457,0.0189464475693944,0.0079857008505897
Africa:Senegal:Louga,,,2013,,0.0111185177449792,0.0219880534751003,0.0057050463239395
Africa:Senegal:Louga,0.0076444740713295,0.0050368157124254,2014,Senegal,0.0111781546972575,0.0177766564200044,0.0070205108846376
