state,modern_method,se.modern_method,year,pred,pred_upper,pred_lower
Africa:Senegal:Diourbel,0.0,0.0,2017,0.0384380289591173,0.0645074567338404,0.0220719780132373
Africa:Senegal:Diourbel,0.0,0.0,2018,0.0384703153512517,0.0645923404187344,0.0220811450360055
Africa:Senegal:Diourbel,0.0582479385363422,0.0582711327185806,2019,0.0384470823551769,0.0645857259877942,0.022056273077446
Africa:Senegal:Diourbel,,,2020,0.0384588598767527,0.0646666275199219,0.0220423371087711
Africa:Senegal:Diourbel,,,2021,0.0384593108888289,0.0647193078548234,0.0220248202958735
Africa:Senegal:Diourbel,,,2022,0.0384596864825111,0.0647728600450174,0.0220058778880873
Africa:Senegal:Diourbel,,,2023,0.0384599930402475,0.064827549502679,0.0219864465701665
Africa:Senegal:Diourbel,,,2024,0.038460224269087,0.0648830058969523,0.0219666959839786
Africa:Senegal:Diourbel,,,2025,0.038460380566112,0.0649392173863543,0.021946629937454
Africa:Senegal:Fatick,,,1990,0.0486784832102709,0.0795752615428677,0.0307195149353849
Africa:Senegal:Fatick,,,1991,0.0486778940707917,0.0795053530748191,0.0307467647710996
Africa:Senegal:Fatick,,,1992,0.0486774880337964,0.07943453683232,0.0307784703898802
Africa:Senegal:Fatick,0.0,0.0,1993,0.0486746959380973,0.0793557578628889,0.0308133566405681
Africa:Senegal:Fatick,,,1994,0.0486812190466667,0.0793044924319703,0.030848962477101
Africa:Senegal:Fatick,,,1995,0.0486849225514001,0.0792455451775397,0.0308783455943391
Africa:Senegal:Fatick,,,1996,0.048688981398648,0.0791870776750341,0.0309067148572174
Africa:Senegal:Fatick,,,1997,0.0486933772916661,0.0791400349362758,0.0309370360021282
Africa:Senegal:Fatick,,,1998,0.0486980907445764,0.0790927678161634,0.0309693661175322
Africa:Senegal:Fatick,,,1999,0.0487032122543187,0.0790451398411031,0.0310037101528817
Africa:Senegal:Fatick,,,2000,0.0487090143447736,0.0789970473447863,0.0310399735182322
Africa:Senegal:Fatick,,,2001,0.0487152052841439,0.078948438053377,0.0310677083600553
