state,unmet_need,se.unmet_need,year,pred,pred_upper,pred_lower
Africa:Senegal:Sédhiou,,,2023,0.2039451595477048,0.2749668296103669,0.1477038614920955
Africa:Senegal:Sédhiou,,,2024,0.2040753157747068,0.2824359493828171,0.1432736569209672
Africa:Senegal:Sédhiou,,,2025,0.2041403603496434,0.2894451268350116,0.1392262818111963
Africa:Senegal:Tambacounda,,,1990,0.2643711444800928,0.3522282235524713,0.1918936288691702
Africa:Senegal:Tambacounda,,,1991,0.2641541127001514,0.3434320855233442,0.1975476003375585
Africa:Senegal:Tambacounda,,,1992,0.26370954020958,0.3338299425553556,0.2036165350039669
Africa:Senegal:Tambacounda,0.2572815533980582,0.0420982611440991,1993,0.2629928036353042,0.3227393579177817,0.2105564582748805
Africa:Senegal:Tambacounda,,,1994,0.2637936827015832,0.3281480254641751,0.2077832235324856
Africa:Senegal:Tambacounda,,,1995,0.2643157382856362,0.3317425837337071,0.2059442630735004
Africa:Senegal:Tambacounda,,,1996,0.2646053397888936,0.3340908871100197,0.2047292234880811
Africa:Senegal:Tambacounda,,,1997,0.2646640732252892,0.3351878003322981,0.2040055482635246
Africa:Senegal:Tambacounda,,,1998,0.2644931797527963,0.3350629542912018,0.2038421579324243
Africa:Senegal:Tambacounda,,,1999,0.2640940472152479,0.3336790486043144,0.2041733146304951
Africa:Senegal:Tambacounda,,,2000,0.2634684137313381,0.331037164613404,0.2050706180905633
Africa:Senegal:Tambacounda,,,2001,0.2626183595624736,0.3269619726521124,0.2066469060701019
Africa:Senegal:Tambacounda,,,2002,0.2615463551241059,0.3212674409647089,0.2090337587263556
Africa:Senegal:Tambacounda,,,2003,0.2602549380767475,0.3136289082899188,0.2125883340655897
Africa:Senegal:Tambacounda,,,2004,0.2587457882637906,0.3034293582299512,0.2179058490501354
Africa:Senegal:Tambacounda,0.2430141024131283,0.0190269148172464,2005,0.2571228980123833,0.2886318733141207,0.227152981650458
Africa:Senegal:Tambacounda,,,2006,0.2575087832295382,0.2988364669772744,0.2193981047399044
Africa:Senegal:Tambacounda,,,2007,0.2577763087692589,0.3029305982533688,0.2166400718991521
Africa:Senegal:Tambacounda,,,2008,0.2578190610686925,0.3024812166177785,0.2171391606620957
Africa:Senegal:Tambacounda,,,2009,0.2576358818632411,0.2972928961719644,0.2211227421758629
Africa:Senegal:Tambacounda,0.2457395857636962,0.0181436079540253,2010,0.257130081360866,0.2847722343923727,0.2309574580270727
Africa:Senegal:Tambacounda,,,2011,0.2644202024482704,0.3001580624600044,0.2319389690597692
